Response ID,Time Started,Date Submitted,Status,Language,"What's your experience with Web Components (custom elements, shadow DOM, etc.)?","Children changed callback:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Composed selection:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Constructable stylesheets & adoptedStyleSheets:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Cross-root ARIA:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS module scripts:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS Properties and Values API inside shadow root:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom attributes:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom CSS state:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom SVG/MathML elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative CSS modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative shadow DOM:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Form-Associated custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","HTML modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Imperative slot assignment:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Lazy custom element definitions:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Open styling of shadow roots:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Scoped element registries:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Styling children of slotted content:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Template instantiation and updating:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Theming:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)"
548,"Mar 30, 2023 8:47:23 am","Mar 30, 2023 8:47:23 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
549,"Mar 30, 2023 8:54:06 am","Mar 30, 2023 8:54:06 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
550,"Mar 30, 2023 8:56:43 am","Mar 30, 2023 8:56:43 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
551,"Mar 30, 2023 9:08:15 am","Mar 30, 2023 9:08:15 am",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
552,"Mar 30, 2023 9:09:57 am","Mar 30, 2023 9:09:57 am",Complete,English,Have used them,,,,,,,,,,,,,,,,,,,,,
553,"Mar 30, 2023 9:10:59 am","Mar 30, 2023 9:10:59 am",Complete,English,Have used them,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this
554,"Mar 30, 2023 9:11:41 am","Mar 30, 2023 9:11:41 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,,I don't care/don't know,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I need this
555,"Mar 30, 2023 9:27:03 am","Mar 30, 2023 9:27:03 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I need this
556,"Mar 30, 2023 9:27:51 am","Mar 30, 2023 9:27:51 am",Complete,English,Know about them,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
557,"Mar 30, 2023 9:30:39 am","Mar 30, 2023 9:30:39 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
558,"Mar 30, 2023 9:35:38 am","Mar 30, 2023 9:35:38 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
559,"Mar 30, 2023 9:42:12 am","Mar 30, 2023 9:42:12 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
560,"Mar 30, 2023 9:44:43 am","Mar 30, 2023 9:44:43 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
561,"Mar 30, 2023 9:46:03 am","Mar 30, 2023 9:46:03 am",Complete,English,,,,,,,,,,,,,,,,,,,,,,
562,"Mar 30, 2023 9:47:08 am","Mar 30, 2023 9:47:08 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
563,"Mar 30, 2023 9:52:04 am","Mar 30, 2023 9:52:04 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
564,"Mar 30, 2023 9:56:24 am","Mar 30, 2023 9:56:24 am",Complete,English,Know about them,I don't need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this
565,"Mar 30, 2023 9:56:58 am","Mar 30, 2023 9:56:58 am",Complete,English,Have used them,I don't need this,I don't need this,I need this,I don't care/don't know,I don't need this,I don't need this,I need this,I don't need this,I don't need this,I don't need this,I don't care/don't know,I don't need this,I don't need this,I don't need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
566,"Mar 30, 2023 10:00:19 am","Mar 30, 2023 10:00:19 am",Complete,English,Have used them,,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,,,I need this,,I need this,I need this,I don't care/don't know,,I don't care/don't know,I need this,I need this,I need this,,,I need this,I need this
567,"Mar 30, 2023 10:07:56 am","Mar 30, 2023 10:07:56 am",Complete,English,Know about them,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know
568,"Mar 30, 2023 10:08:27 am","Mar 30, 2023 10:08:27 am",Complete,English,Know about them,,,,,,,,,,,,,,,,I don't care/don't know,,,,,
569,"Mar 30, 2023 10:12:33 am","Mar 30, 2023 10:12:33 am",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this
570,"Mar 30, 2023 10:15:46 am","Mar 30, 2023 10:15:46 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
571,"Mar 30, 2023 10:20:33 am","Mar 30, 2023 10:20:33 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I don't need this,I don't need this,I need this,I don't care/don't know,I need this,I need this
572,"Mar 30, 2023 10:30:07 am","Mar 30, 2023 10:30:07 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
573,"Mar 30, 2023 10:33:49 am","Mar 30, 2023 10:33:49 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
574,"Mar 30, 2023 10:35:56 am","Mar 30, 2023 10:35:56 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
575,"Mar 30, 2023 10:39:52 am","Mar 30, 2023 10:39:52 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
576,"Mar 30, 2023 10:42:57 am","Mar 30, 2023 10:42:57 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
577,"Mar 30, 2023 10:51:26 am","Mar 30, 2023 10:51:26 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
578,"Mar 30, 2023 10:54:43 am","Mar 30, 2023 10:54:43 am",Complete,English,Have used them,I need this,I need this,I need this,I don't need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I don't need this,I need this,I don't need this,I don't need this,I don't need this,I don't need this,I need this,I don't need this,I don't need this,I need this
579,"Mar 30, 2023 11:01:17 am","Mar 30, 2023 11:01:17 am",Complete,English,Have used them,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this
580,"Mar 30, 2023 11:12:29 am","Mar 30, 2023 11:12:29 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
581,"Mar 30, 2023 11:19:59 am","Mar 30, 2023 11:19:59 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
582,"Mar 30, 2023 11:20:48 am","Mar 30, 2023 11:20:48 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
583,"Mar 30, 2023 11:23:11 am","Mar 30, 2023 11:23:11 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
584,"Mar 30, 2023 11:26:17 am","Mar 30, 2023 11:26:17 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
585,"Mar 30, 2023 11:45:42 am","Mar 30, 2023 11:45:42 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
586,"Mar 30, 2023 11:50:48 am","Mar 30, 2023 11:50:48 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this
587,"Mar 30, 2023 11:54:54 am","Mar 30, 2023 11:54:54 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
588,"Mar 30, 2023 11:55:27 am","Mar 30, 2023 11:55:27 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
589,"Mar 30, 2023 11:58:48 am","Mar 30, 2023 11:58:48 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
590,"Mar 30, 2023 11:59:41 am","Mar 30, 2023 11:59:41 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this
591,"Mar 30, 2023 12:04:42 pm","Mar 30, 2023 12:04:42 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
592,"Mar 30, 2023 12:07:17 pm","Mar 30, 2023 12:07:17 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
593,"Mar 30, 2023 12:07:54 pm","Mar 30, 2023 12:07:54 pm",Complete,English,Have used them,,,,I don't care/don't know,,,I need this,,,I don't care/don't know,I need this,,,I need this,,,,,I need this,,I don't need this
594,"Mar 30, 2023 12:22:01 pm","Mar 30, 2023 12:22:01 pm",Complete,English,Know about them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
595,"Mar 30, 2023 12:24:51 pm","Mar 30, 2023 12:24:51 pm",Complete,English,Have used them,,,,,,,,I need this,,,,,,,,,,,,,
596,"Mar 30, 2023 12:38:40 pm","Mar 30, 2023 12:38:40 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
597,"Mar 30, 2023 12:53:58 pm","Mar 30, 2023 12:53:58 pm",Complete,English,Know about them,I don't care/don't know,,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this
598,"Mar 30, 2023 12:55:03 pm","Mar 30, 2023 12:55:03 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
599,"Mar 30, 2023 1:08:48 pm","Mar 30, 2023 1:08:48 pm",Complete,English,Know about them,I need this,I don't need this,I need this,I don't care/don't know,I need this,I need this,I need this,I don't need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this
600,"Mar 30, 2023 1:38:17 pm","Mar 30, 2023 1:38:17 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
601,"Mar 30, 2023 1:42:45 pm","Mar 30, 2023 1:42:45 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
602,"Mar 30, 2023 1:43:09 pm","Mar 30, 2023 1:43:09 pm",Complete,English,Have used them,I don't need this,I don't need this,I need this,I don't need this,I don't need this,I don't care/don't know,I don't need this,I don't need this,I don't need this,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I don't need this,I don't care/don't know,I need this
603,"Mar 30, 2023 1:44:34 pm","Mar 30, 2023 1:44:34 pm",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
604,"Mar 30, 2023 1:47:14 pm","Mar 30, 2023 1:47:14 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
605,"Mar 30, 2023 1:48:25 pm","Mar 30, 2023 1:48:25 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
606,"Mar 30, 2023 1:50:00 pm","Mar 30, 2023 1:50:00 pm",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't need this,I don't need this,I don't need this,I need this,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I need this,I need this,I don't need this,I don't care/don't know
607,"Mar 30, 2023 1:54:29 pm","Mar 30, 2023 1:54:29 pm",Complete,English,Know about them,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this
608,"Mar 30, 2023 1:57:59 pm","Mar 30, 2023 1:57:59 pm",Complete,English,Know about them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
609,"Mar 30, 2023 2:00:02 pm","Mar 30, 2023 2:00:02 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
610,"Mar 30, 2023 2:15:35 pm","Mar 30, 2023 2:15:35 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this
611,"Mar 30, 2023 2:21:31 pm","Mar 30, 2023 2:21:31 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
612,"Mar 30, 2023 2:30:37 pm","Mar 30, 2023 2:30:37 pm",Complete,English,Have used them,I don't need this,I don't need this,I need this,I don't need this,I need this,I don't need this,I don't need this,I don't need this,I don't need this,I need this,I don't need this,I don't need this,I don't need this,I need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this
613,"Mar 30, 2023 2:39:32 pm","Mar 30, 2023 2:39:32 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
614,"Mar 30, 2023 2:41:46 pm","Mar 30, 2023 2:41:46 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
615,"Mar 30, 2023 2:55:33 pm","Mar 30, 2023 2:55:33 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know
616,"Mar 30, 2023 2:56:55 pm","Mar 30, 2023 2:56:55 pm",Complete,English,Have used them,,,,,,,I need this,I need this,,,,,,,,,I need this,,I need this,,
617,"Mar 30, 2023 2:57:15 pm","Mar 30, 2023 2:57:15 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
618,"Mar 30, 2023 2:58:42 pm","Mar 30, 2023 2:58:42 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know
619,"Mar 30, 2023 2:58:47 pm","Mar 30, 2023 2:58:48 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this
620,"Mar 30, 2023 3:04:29 pm","Mar 30, 2023 3:04:29 pm",Complete,English,Have used them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
621,"Mar 30, 2023 3:39:50 pm","Mar 30, 2023 3:39:50 pm",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
622,"Mar 30, 2023 3:41:26 pm","Mar 30, 2023 3:41:26 pm",Complete,English,Know about them,I don't need this,I don't care/don't know,I don't need this,I don't need this,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I need this
623,"Mar 30, 2023 3:52:42 pm","Mar 30, 2023 3:52:42 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
624,"Mar 30, 2023 4:50:36 pm","Mar 30, 2023 4:50:36 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
625,"Mar 30, 2023 4:55:18 pm","Mar 30, 2023 4:55:18 pm",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this
626,"Mar 30, 2023 5:18:46 pm","Mar 30, 2023 5:18:46 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
627,"Mar 30, 2023 4:09:21 pm","Mar 30, 2023 4:09:21 pm",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know
628,"Mar 30, 2023 4:49:29 pm","Mar 30, 2023 4:49:29 pm",Complete,English,,,,,,,,,,,,,,,,,,,,,,
629,"Mar 30, 2023 5:21:25 pm","Mar 30, 2023 5:21:25 pm",Complete,English,Have used them,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
630,"Mar 30, 2023 4:48:01 pm","Mar 30, 2023 4:48:01 pm",Complete,English,Have used them,I don't need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I need this
631,"Mar 30, 2023 4:56:12 pm","Mar 30, 2023 4:56:12 pm",Complete,English,Have used them,,,,,,,,,,,,,,,,,,,,,
632,"Mar 30, 2023 4:08:58 pm","Mar 30, 2023 4:08:58 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
633,"Mar 30, 2023 4:54:22 pm","Mar 30, 2023 4:54:22 pm",Complete,English,Know about them,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't need this,I don't care/don't know,I need this,I don't care/don't know,I need this
634,"Mar 30, 2023 4:48:59 pm","Mar 30, 2023 4:48:59 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
635,"Mar 30, 2023 5:46:23 pm","Mar 30, 2023 5:46:23 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
636,"Mar 30, 2023 6:24:23 pm","Mar 30, 2023 6:24:23 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
637,"Mar 30, 2023 6:08:36 pm","Mar 30, 2023 6:08:36 pm",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
638,"Mar 30, 2023 7:09:40 pm","Mar 30, 2023 7:09:40 pm",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this
639,"Mar 30, 2023 7:17:04 pm","Mar 30, 2023 7:17:04 pm",Complete,English,Know about them,,,,,,,,,,,,,,,,,,,,,
640,"Mar 30, 2023 7:17:22 pm","Mar 30, 2023 7:17:23 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
641,"Mar 30, 2023 7:29:43 pm","Mar 30, 2023 7:29:43 pm",Complete,English,Have used them,I need this,,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,
642,"Mar 30, 2023 7:33:10 pm","Mar 30, 2023 7:33:10 pm",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't need this,I don't need this,I need this,I don't need this,I don't care/don't know,I need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I need this
643,"Mar 30, 2023 7:35:59 pm","Mar 30, 2023 7:35:59 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
644,"Mar 30, 2023 7:41:38 pm","Mar 30, 2023 7:41:38 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
645,"Mar 30, 2023 7:44:01 pm","Mar 30, 2023 7:44:01 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
646,"Mar 30, 2023 7:50:54 pm","Mar 30, 2023 7:50:54 pm",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
647,"Mar 30, 2023 8:15:31 pm","Mar 30, 2023 8:15:31 pm",Complete,English,Know about them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know
